Date,OPEN,HIGH,LOW,CLOSE
2009-09-04,78.268,78.943,77.944,78.136
2009-09-11,78.132,78.122,76.457,76.608
2009-09-18,76.58,77.085,76.01,76.425
2009-09-25,76.58,77.108,75.827,76.812
2009-10-02,76.628,77.475,76.494,77.003
2009-10-09,76.945,76.987,75.767,76.431
2009-10-16,76.353,76.668,75.211,75.597
2009-10-23,75.665,75.912,74.94,75.468
2009-10-30,75.418,76.578,75.197,76.3
2009-11-06,76.368,76.817,75.497,75.819
2009-11-13,75.589,75.767,74.774,75.334
2009-11-20,75.069,75.879,74.679,75.656
2009-11-27,75.575,75.575,74.17,74.996
2009-12-04,74.799,75.936,74.266,75.911
2009-12-11,75.757,76.726,75.449,76.573
2009-12-18,76.568,78.141,76.245,77.821
2009-12-25,77.854,78.449,77.496,77.645
2010-01-01,77.641,78.218,77.332,77.86
2010-01-08,77.918,78.19,77.089,77.471
2010-01-15,77.209,77.407,76.601,77.323
2010-01-22,77.358,78.814,76.936,78.277
2010-01-29,78.227,79.496,78.026,79.462
2010-02-05,79.456,80.683,78.68,80.441
2010-02-12,80.353,80.748,79.563,80.316
2010-02-19,80.358,81.342,79.559,80.643
2010-02-26,80.429,81.129,80.088,80.362
2010-03-05,80.415,81.291,79.819,80.432
2010-03-12,80.421,80.859,79.692,79.833
2010-03-19,79.782,80.889,79.507,80.724
2010-03-26,80.85,82.24,80.523,81.676
2010-04-02,81.462,81.696,80.683,81.293
2010-04-09,81.191,81.907,80.874,81.093
2010-04-16,80.388,80.912,80.031,80.824
2010-04-23,80.958,82.074,80.761,81.352
2010-04-30,81.469,82.714,81.168,81.866
2010-05-07,81.838,85.268,81.834,84.45
2010-05-14,83.619,86.29,82.909,86.095
2010-05-21,86.308,87.458,85.131,85.371
2010-05-28,85.761,87.452,85.619,86.48
2010-06-04,86.733,88.34,86.158,88.233
2010-06-11,88.409,88.708,86.943,87.507
2010-06-18,86.796,87.02,85.453,85.699
2010-06-25,85.246,86.415,85.091,85.313
2010-07-02,85.289,86.3,84.132,84.427
2010-07-09,84.398,84.826,83.622,83.947
2010-07-16,83.977,84.557,82.085,82.486
2010-07-23,82.72,83.451,82.177,82.464
2010-07-30,82.622,82.634,81.459,81.539
2010-08-06,81.504,81.554,80.085,80.407
2010-08-13,80.317,82.958,80.265,82.948
2010-08-20,82.896,83.304,81.912,83.057
2010-08-27,83.067,83.559,82.622,82.918
2010-09-03,82.81,83.342,81.988,82.102
2010-09-10,82.04,82.987,81.876,82.698
2010-09-17,82.471,82.476,80.865,81.398
2010-09-24,81.412,81.504,79.255,79.395
2010-10-01,79.328,79.819,78.029,78.088
2010-10-08,78.125,78.687,76.906,77.325
2010-10-15,77.178,77.931,76.144,77.041
2010-10-22,77.031,78.364,76.816,77.472
2010-10-29,77.284,78.273,76.709,77.266
2010-11-05,76.968,77.421,75.631,76.548
2010-11-12,76.547,78.479,76.379,78.082
2010-11-19,78.128,79.461,77.882,78.504
2010-11-26,78.314,80.522,77.975,80.357
2010-12-03,80.199,81.444,79.063,79.377
2010-12-10,79.265,80.405,79.166,80.07
2010-12-17,80.177,80.625,78.819,80.373
2010-12-24,80.419,80.832,80.243,80.496
2010-12-31,80.664,80.664,78.775,79.028
2011-01-07,79.139,81.141,78.892,81.012
2011-01-14,81.164,81.313,78.806,79.162
2011-01-21,79.061,79.596,78.096,78.213
2011-01-28,78.08,78.511,77.594,78.133
2011-02-04,78.107,78.325,76.881,78.044
2011-02-11,78.144,78.697,77.504,78.46
2011-02-18,78.602,78.873,77.525,77.664
2011-02-25,77.584,78.326,76.945,77.275
2011-03-04,77.224,77.394,76.275,76.4
2011-03-11,76.357,77.38,76.124,76.776
2011-03-18,76.519,77.04,75.537,75.718
2011-03-25,75.536,76.282,75.34,76.217
2011-04-01,76.326,76.61,75.664,75.833
2011-04-08,75.841,76.152,74.838,75.066
2011-04-15,74.925,75.204,74.617,74.832
2011-04-22,74.889,75.81,73.735,73.995
2011-04-29,74.074,74.335,72.834,72.933
2011-05-06,72.993,74.925,72.696,74.841
2011-05-13,74.768,75.949,74.402,75.757
2011-05-20,75.847,76.001,74.957,75.435
2011-05-27,75.732,76.366,74.752,74.954
2011-06-03,74.859,75.015,73.698,73.783
2011-06-10,73.799,74.918,73.506,74.795
2011-06-17,74.898,76.015,74.228,74.988
2011-06-24,75.147,75.795,74.497,75.665
2011-07-01,75.494,75.987,74.195,74.349
2011-07-08,74.285,75.416,74.133,75.179
2011-07-15,75.333,76.719,74.69,75.126
2011-07-22,75.249,75.752,73.889,74.201
2011-07-29,74.103,74.507,73.421,73.897
2011-08-05,73.806,75.424,73.582,74.598
2011-08-12,74.023,75.061,73.821,74.607
2011-08-19,74.538,74.609,73.452,74.009
2011-08-26,74.065,74.464,73.572,73.814
2011-09-02,73.747,74.769,73.525,74.756
2011-09-09,74.901,77.276,74.675,77.192
2011-09-16,77.384,77.784,76.066,76.599
2011-09-23,77.02,78.798,76.79,78.501
2011-09-30,78.127,78.863,77.306,78.553
2011-10-07,79.021,79.838,78.061,78.726
2011-10-14,78.837,78.692,76.508,76.623
2011-10-21,76.633,77.552,76.234,76.395
2011-10-28,76.471,76.662,74.724,75.067
2011-11-04,75.014,77.676,74.984,76.962
2011-11-11,76.928,78.165,76.513,76.945
2011-11-18,76.769,78.467,76.751,78.064
2011-11-25,78.081,79.702,77.973,79.686
2011-12-02,79.212,79.401,77.923,78.625
2011-12-09,78.47,79.108,78.107,78.632
2011-12-16,78.716,80.73,78.633,80.256
2011-12-23,80.195,80.493,79.24,79.93
2011-12-30,80.005,80.854,79.708,80.178
2012-01-06,80.282,81.376,79.518,81.254
2012-01-13,81.4,81.784,80.534,81.515
2012-01-20,81.697,81.702,79.999,80.223
2012-01-27,80.409,80.409,78.772,78.902
2012-02-03,78.803,79.571,78.623,78.924
2012-02-10,79.066,79.516,78.364,79.114
2012-02-17,78.918,80.119,78.608,79.331
2012-02-24,79.224,79.38,78.22,78.352
2012-03-02,78.383,79.451,78.095,79.403
2012-03-09,79.46,80.061,79.07,80.041
2012-03-16,80.03,80.738,79.674,79.786
2012-03-23,79.765,79.949,79.214,79.345
2012-03-30,79.315,79.72,78.727,79.004
2012-04-06,78.894,80.177,78.664,79.886
2012-04-13,79.796,80.096,79.208,79.888
2012-04-20,79.915,80.176,79.114,79.194
2012-04-27,79.371,79.648,78.675,78.709
2012-05-04,78.8,79.523,78.603,79.498
2012-05-11,79.758,80.336,79.535,80.264
2012-05-18,80.35,81.758,80.35,81.292
2012-05-25,81.111,82.461,80.899,82.402
2012-06-01,82.077,83.542,81.835,82.89
2012-06-08,82.908,83.075,81.911,82.511
2012-06-15,81.919,82.727,81.481,81.628
2012-06-22,81.336,82.469,81.186,82.256
2012-06-29,82.342,82.879,81.43,81.627
2012-07-06,81.564,83.431,81.534,83.377
2012-07-13,83.384,83.829,82.979,83.349
2012-07-20,83.228,83.644,82.734,83.478
2012-07-27,83.678,84.1,82.343,82.709
2012-08-03,82.73,83.508,82.198,82.375
2012-08-10,82.335,82.87,82.041,82.553
2012-08-17,82.569,82.881,82.196,82.596
2012-08-24,82.59,82.72,81.221,81.593
2012-08-31,81.62,81.823,80.964,81.208
2012-09-07,81.287,81.667,80.151,80.252
2012-09-14,80.383,80.426,78.601,78.847
2012-09-21,78.853,79.66,78.719,79.328
2012-09-28,79.157,80.012,79.157,79.935
2012-10-05,79.953,80.147,79.103,79.337
2012-10-12,79.364,80.205,79.364,79.667
2012-10-19,79.687,79.968,78.935,79.621
2012-10-26,79.633,80.27,79.47,80.068
2012-11-02,80.021,80.61,79.67,80.593
2012-11-09,80.621,81.087,80.28,81.026
2012-11-16,81.029,81.455,80.902,81.257
2012-11-23,81.205,81.265,80.128,80.192
2012-11-30,80.247,80.589,80.021,80.153
2012-12-07,80.242,80.658,79.568,80.41
2012-12-14,80.565,80.573,79.498,79.58
2012-12-21,79.647,79.7,79.008,79.617
2012-12-28,79.619,79.93,79.355,79.678
2013-01-04,79.667,80.868,79.283,80.499
2013-01-11,80.464,80.684,79.435,79.563
2013-01-18,79.481,80.187,79.345,80.036
2013-01-25,80.115,80.15,79.677,79.748
2013-02-01,79.793,79.926,78.918,79.206
2013-02-08,79.231,80.281,79.179,80.213
2013-02-15,80.255,80.621,79.84,80.58
2013-02-22,80.552,81.594,80.271,81.46
2013-03-01,81.527,82.509,81.067,82.276
2013-03-08,82.316,82.924,81.9,82.715
2013-03-15,82.782,83.166,82.051,82.13
2013-03-22,82.596,83.096,82.289,82.529
2013-03-29,82.515,83.302,82.146,83.221
2013-04-05,83.046,83.494,82.273,82.496
2013-04-12,82.751,82.829,82.046,82.127
2013-04-19,82.12,82.784,81.716,82.714
2013-04-26,82.741,83.19,82.393,82.469
2013-05-03,82.361,82.517,81.331,82.099
2013-05-10,82.11,83.438,81.719,83.143
2013-05-17,83.258,84.371,82.957,84.252
2013-05-24,84.139,84.498,83.433,83.7
2013-05-31,83.592,84.368,82.955,83.261
2013-06-07,83.323,83.376,81.077,81.669
2013-06-14,81.843,82.091,80.5,80.618
2013-06-21,80.629,82.524,80.498,82.41
2013-06-28,82.549,83.344,82.241,83.136
2013-07-05,83.179,84.53,82.967,84.444
2013-07-12,84.538,84.753,82.418,82.988
2013-07-19,82.912,83.46,82.342,82.623
2013-07-26,82.611,82.549,81.548,81.656
2013-08-02,81.603,82.494,81.407,81.908
2013-08-09,81.919,82.085,80.868,81.126
2013-08-16,81.241,81.943,81.048,81.257
2013-08-23,81.3,81.719,80.754,81.361
2013-08-30,81.338,82.263,81.106,82.087
2013-09-06,82.048,82.671,82.024,82.15
2013-09-13,82.262,82.307,81.356,81.452
2013-09-20,81.23,81.351,80.06,80.431
2013-09-27,80.32,80.65,80.11,80.287
2013-10-04,80.336,80.375,79.627,80.131
2013-10-11,80.055,80.595,79.837,80.412
2013-10-18,80.286,80.754,79.478,79.654
2013-10-25,79.624,79.82,78.998,79.194
2013-11-01,79.234,80.785,79.154,80.722
2013-11-08,80.691,81.482,80.38,81.303
2013-11-15,81.291,81.464,80.732,80.849
2013-11-22,80.817,81.29,80.487,80.708
2013-11-29,80.688,81.023,80.482,80.68
2013-12-06,80.658,80.993,80.223,80.315
2013-12-13,80.249,80.419,79.757,80.214
2013-12-20,80.229,80.827,79.81,80.575
2013-12-27,80.531,80.617,79.686,80.392
2014-01-03,80.286,80.895,79.929,80.791
2014-01-10,80.86,81.187,80.533,80.658
2014-01-17,80.578,81.295,80.444,81.225
2014-01-24,81.173,81.388,80.153,80.458
2014-01-31,80.461,81.324,80.301,81.311
2014-02-07,81.275,81.323,80.599,80.691
2014-02-14,80.774,80.831,80.065,80.149
2014-02-21,80.078,80.424,79.927,80.237
2014-02-28,80.284,80.578,79.688,79.691
2014-03-07,79.9,80.272,79.433,79.719
2014-03-14,79.69,79.934,79.268,79.446
2014-03-21,79.428,80.354,79.28,80.105
2014-03-28,80.087,80.29,79.752,80.176
2014-04-04,80.148,80.599,79.962,80.423
2014-04-11,80.442,80.45,79.33,79.452
2014-04-18,79.616,79.904,79.562,79.828
2014-04-25,79.885,79.988,79.662,79.749
2014-05-02,79.74,79.918,79.414,79.516
2014-05-09,79.476,79.915,78.906,79.903
2014-05-16,79.904,80.338,79.784,80.043
2014-05-23,80.075,80.443,79.881,80.393
2014-05-30,80.4,80.581,80.171,80.369
2014-06-06,80.365,81.02,80.24,80.409
2014-06-13,80.428,80.898,80.302,80.576
2014-06-20,80.615,80.707,80.147,80.372
2014-06-27,80.373,80.43,80.014,80.017
2014-07-04,80.036,80.315,79.74,80.269
2014-07-11,80.253,80.359,79.976,80.187
2014-07-18,80.221,80.687,80.079,80.524
2014-07-25,80.515,81.084,80.42,81.029
2014-08-01,81.044,81.573,80.977,81.302
2014-08-08,81.303,81.716,81.261,81.454
2014-08-15,81.421,81.693,81.359,81.424
2014-08-22,81.431,82.456,81.384,82.336
2014-08-29,82.605,82.748,82.315,82.748
2014-09-05,82.769,83.943,82.673,83.739
2014-09-12,83.825,84.519,83.797,84.24
2014-09-19,84.114,84.797,83.864,84.735
2014-09-26,84.784,85.687,84.365,85.64
2014-10-03,85.619,86.746,85.45,86.694
2014-10-10,86.636,86.675,84.937,85.912
2014-10-17,85.818,86.011,84.472,85.11
2014-10-24,85.279,85.939,84.743,85.732
2014-10-31,85.699,87.133,85.191,86.917
2014-11-07,87.08,88.19,86.879,87.642
2014-11-14,87.43,88.267,87.223,87.525
2014-11-21,87.508,88.388,87.182,88.31
2014-11-28,88.441,88.44,87.52,88.356
2014-12-05,88.161,89.467,87.783,89.334
2014-12-12,89.403,89.55,87.913,88.363
2014-12-19,88.208,89.654,87.627,89.598
2014-12-26,89.633,90.159,89.37,90.03
2015-01-02,89.978,91.16,89.789,91.08
2015-01-09,91.13,92.528,91.117,91.935
2015-01-16,91.878,93.262,91.514,92.52
2015-01-23,92.707,95.481,92.151,94.762
2015-01-30,95.226,95.331,93.697,94.804
2015-02-06,94.582,95.854,93.25,95.854
2015-02-13,94.808,95.115,93.899,94.201
2015-02-20,94.099,94.792,93.801,94.34
2015-02-27,94.221,95.364,94.059,95.321
2015-03-06,95.378,97.726,95.063,97.615
2015-03-13,97.802,100.39,97.293,100.33
2015-03-20,100.32,100.27,96.628,97.909
2015-03-27,97.654,98.236,96.17,97.291
2015-04-03,97.367,98.665,96.394,96.545
