Date,OPEN,HIGH,LOW,CLOSE
2012-04-06,1677.75,1677.75,1620.23,1639.495
2012-04-13,1641.28,1675.48,1641.28,1659.0
2012-04-20,1652.1,1652.1,1642.07,1642.7
2012-04-27,1638.7,1662.05,1638.7,1662.05
2012-05-04,1664.36,1664.36,1635.76,1642.83
2012-05-11,1639.15,1639.15,1580.05,1580.05
2012-05-18,1556.85,1593.085,1540.05,1593.085
2012-05-25,1592.65,1592.65,1559.0,1573.45
2012-06-01,1573.33,1626.25,1555.75,1626.25
2012-06-08,1618.4,1620.4,1589.0,1594.45
2012-06-15,1596.45,1626.76,1596.45,1626.76
2012-06-22,1628.4,1628.4,1565.3,1572.15
2012-06-29,1584.6,1598.6,1551.9,1598.6
2012-07-06,1596.35,1616.65,1582.9,1582.9
2012-07-13,1587.15,1589.05,1566.5,1589.05
2012-07-20,1589.35,1589.35,1573.8,1583.63
2012-07-27,1576.9,1624.05,1576.9,1624.05
2012-08-03,1622.0,1622.0,1589.55,1603.2
2012-08-10,1611.15,1620.35,1611.15,1620.35
2012-08-17,1610.0,1616.2,1599.6,1616.2
2012-08-24,1620.95,1670.65,1620.95,1670.35
2012-08-31,1664.2,1691.15,1655.895,1691.15
2012-09-07,1692.3,1736.5,1692.3,1736.5
2012-09-14,1725.8,1771.62,1725.8,1771.62
2012-09-21,1761.5,1773.9,1761.5,1773.05
2012-09-28,1764.45,1777.3,1752.85,1771.625
2012-10-05,1772.03,1790.55,1772.03,1781.5
2012-10-12,1775.33,1775.33,1754.25,1754.25
2012-10-19,1737.2,1749.7,1720.2,1720.2
2012-10-26,1729.45,1729.45,1702.05,1711.35
2012-11-02,1709.45,1720.4,1678.305,1678.305
2012-11-09,1684.095,1732.3,1684.095,1731.745
2012-11-16,1728.25,1728.25,1713.35,1713.35
2012-11-23,1732.615,1753.0,1728.0,1753.0
2012-11-30,1749.2,1749.2,1715.8,1715.8
2012-12-07,1716.0,1716.0,1693.3,1704.75
2012-12-14,1711.95,1711.95,1695.445,1695.445
2012-12-21,1698.195,1698.195,1647.945,1656.85
2012-12-28,1657.48,1664.445,1655.7,1655.7
2013-01-04,1673.83,1686.0,1657.25,1657.25
2013-01-11,1647.9,1673.9,1647.9,1662.85
2013-01-18,1667.15,1687.6,1667.15,1684.545
2013-01-25,1690.05,1691.9,1659.0,1659.0
2013-02-01,1656.15,1676.7,1656.15,1667.395
2013-02-08,1674.045,1677.65,1668.1,1668.1
2013-02-15,1649.745,1651.2,1609.2,1609.2
2013-02-22,1610.05,1610.05,1564.755,1580.005
2013-03-01,1593.995,1614.395,1575.9,1575.9
2013-03-08,1573.95,1581.895,1573.95,1577.9
2013-03-15,1581.95,1593.0,1581.95,1592.45
2013-03-22,1604.7,1614.95,1604.7,1608.45
2013-03-29,1605.465,1605.5,1596.74,1596.74
2013-04-05,1598.9,1598.9,1553.73,1581.98
2013-04-12,1572.9,1585.17,1478.85,1478.85
2013-04-19,1353.2,1404.35,1353.2,1404.35
2013-04-26,1426.55,1467.9,1413.6,1463.0
2013-05-03,1476.7,1477.05,1458.1,1470.75
2013-05-10,1470.35,1473.85,1448.0,1448.0
2013-05-17,1430.55,1430.55,1360.15,1360.15
2013-05-24,1394.15,1394.15,1369.05,1386.05
2013-05-31,1394.78,1413.75,1380.85,1386.9
2013-06-07,1411.6,1413.65,1384.465,1384.465
2013-06-14,1386.9,1390.7,1378.1,1390.7
2013-06-21,1384.85,1384.85,1278.0,1297.25
2013-06-28,1282.74,1282.74,1200.9,1234.25
2013-07-05,1253.3,1253.55,1223.805,1223.805
